time,disp,id,time,disp,id,time,disp,id,time,disp,id
0.0,-0.0,192 elements,0.0,-0.0,960 elements,0.0,-0.0,2520 elements,0.0,-0.0,7680 elements
6.9552138708333e-07,0.0002935540677854,192 elements,6.9552138708333e-07,0.0004168895791506,960 elements,6.9552138708333e-07,0.000491438789922,2520 elements,6.9552138708333e-07,0.0005519625226934,7680 elements
1.3910427741667e-06,0.0013432987915555,192 elements,1.3910427741667e-06,0.0017287179099947,960 elements,1.3910427741667e-06,0.0018750818476525,2520 elements,1.3910427741667e-06,0.001935402929129,7680 elements
2.08656416125e-06,0.0030248745664271,192 elements,2.08656416125e-06,0.003386529086747,960 elements,2.08656416125e-06,0.003349557472323,2520 elements,2.08656416125e-06,0.0032524071902796,7680 elements
2.7820855483333e-06,0.0047639869592235,192 elements,2.7820855483333e-06,0.0046301595848606,960 elements,2.7820855483333e-06,0.0044213118242579,2520 elements,2.7820855483333e-06,0.004391692791538,7680 elements
3.4776069354167e-06,0.0061665842837062,192 elements,3.4776069354167e-06,0.0056235993243237,960 elements,3.4776069354167e-06,0.0056506632642587,2520 elements,3.4776069354167e-06,0.0057872323648421,7680 elements
4.1731283225e-06,0.007202360749928,192 elements,4.1731283225e-06,0.0068734906088964,960 elements,4.1731283225e-06,0.0071126648999592,2520 elements,4.1731283225e-06,0.0070603748643994,7680 elements
4.8686497095833e-06,0.0081305032449076,192 elements,4.8686497095833e-06,0.008379897157935,960 elements,4.8686497095833e-06,0.0083593917845622,2520 elements,4.8686497095833e-06,0.0082458196092852,7680 elements
5.5641710966667e-06,0.0092488296626417,192 elements,5.5641710966667e-06,0.0097377565108258,960 elements,5.5641710966667e-06,0.0094929862352652,2520 elements,5.5641710966667e-06,0.0096173971072114,7680 elements
6.25969248375e-06,0.010661137086743,192 elements,6.25969248375e-06,0.010838062652523,960 elements,6.25969248375e-06,0.010852157316728,2520 elements,6.25969248375e-06,0.010886854357284,7680 elements
6.9552138708333e-06,0.012224772213605,192 elements,6.9552138708333e-06,0.011998869262925,960 elements,6.9552138708333e-06,0.012228431902902,2520 elements,6.9552138708333e-06,0.012090590611991,7680 elements
7.6507352579167e-06,0.013693007508341,192 elements,7.6507352579167e-06,0.013404626146195,960 elements,7.6507352579167e-06,0.013398204988123,2520 elements,7.6507352579167e-06,0.01344784906667,7680 elements
8.346256645e-06,0.014921027238948,192 elements,8.346256645e-06,0.014824001827821,960 elements,8.346256645e-06,0.014626830648993,2520 elements,8.346256645e-06,0.014717640284752,7680 elements
9.0417780320833e-06,0.015970420648537,192 elements,9.0417780320833e-06,0.016024824732804,960 elements,9.0417780320833e-06,0.01602197671529,2520 elements,9.0417780320833e-06,0.015931496614245,7680 elements
9.7372994191667e-06,0.017041307518942,192 elements,9.7372994191667e-06,0.017151352984522,960 elements,9.7372994191667e-06,0.017303463020763,2520 elements,9.7372994191667e-06,0.017279152604001,7680 elements
1.043282080625e-05,0.018300790056705,192 elements,1.043282080625e-05,0.01845829490494,960 elements,1.043282080625e-05,0.018472034188512,2520 elements,1.043282080625e-05,0.018550043617718,7680 elements
1.1128342193333e-05,0.019751507809364,192 elements,1.1128342193333e-05,0.019885827437163,960 elements,1.1128342193333e-05,0.019786617271252,2520 elements,1.1128342193333e-05,0.019770447792033,7680 elements
1.1823863580417e-05,0.021241389325505,192 elements,1.1823863580417e-05,0.021179742050283,960 elements,1.1823863580417e-05,0.021154199031769,2520 elements,1.1823863580417e-05,0.021111096245395,7680 elements
1.25193849675e-05,0.022596206080958,192 elements,1.25193849675e-05,0.022322086842241,960 elements,1.25193849675e-05,0.022365900880385,2520 elements,1.25193849675e-05,0.022383219095463,7680 elements
1.3214906354583e-05,0.02376026847893,192 elements,1.3214906354583e-05,0.023546258644282,960 elements,1.3214906354583e-05,0.023583670596903,2520 elements,1.3214906354583e-05,0.023608263598559,7680 elements
1.3910427741667e-05,0.02483288939968,192 elements,1.3910427741667e-05,0.024937307529175,960 elements,1.3910427741667e-05,0.02494647178347,2520 elements,1.3910427741667e-05,0.024943494748801,7680 elements
1.460594912875e-05,0.02597976990205,192 elements,1.460594912875e-05,0.026299408146496,960 elements,1.460594912875e-05,0.026251424090154,2520 elements,1.460594912875e-05,0.0262168204307,7680 elements
1.5301470515833e-05,0.027299578124127,192 elements,1.5301470515833e-05,0.027494508466381,960 elements,1.5301470515833e-05,0.027439395753303,2520 elements,1.5301470515833e-05,0.027445355748901,7680 elements
1.5996991902917e-05,0.028755074755767,192 elements,1.5996991902917e-05,0.028668358849637,960 elements,1.5996991902917e-05,0.028724518330676,2520 elements,1.5996991902917e-05,0.028776222777843,7680 elements
1.669251329e-05,0.030216321888288,192 elements,1.669251329e-05,0.029995610168189,960 elements,1.669251329e-05,0.030086353590667,2520 elements,1.669251329e-05,0.030050680205375,7680 elements
1.7388034677083e-05,0.031567733409466,192 elements,1.7388034677083e-05,0.031388533868088,960 elements,1.7388034677083e-05,0.03132766052491,2520 elements,1.7388034677083e-05,0.031281955135157,7680 elements
1.8083556064167e-05,0.032783781125718,192 elements,1.8083556064167e-05,0.032653378397801,960 elements,1.8083556064167e-05,0.032538842777594,2520 elements,1.8083556064167e-05,0.032609196424274,7680 elements
1.877907745125e-05,0.033916755442453,192 elements,1.877907745125e-05,0.033815532078172,960 elements,1.877907745125e-05,0.033876581080645,2520 elements,1.877907745125e-05,0.033884707659189,7680 elements
