time,lateral_disp,id,time,lateral_disp,id,time,lateral_disp,id,time,lateral_disp,id
0.0,0.0,192 elements,0.0,0.0,960 elements,0.0,0.0,2520 elements,0.0,0.0,7680 elements
0.1,0.0004997000599834,192 elements,0.1,0.0004997000599904,960 elements,0.1,0.0004997000605425,2520 elements,0.1,0.0004997000724154,7680 elements
0.2,0.0009988004795338,192 elements,0.2,0.0009988004795423,960 elements,0.2,0.0009988004800602,2520 elements,0.2,0.0009988004920252,7680 elements
0.3,0.0014973016175866,192 elements,0.3,0.0014973016175967,960 elements,0.3,0.0014973016180801,2520 elements,0.3,0.0014973016301368,7680 elements
0.4,0.0019952038323469,192 elements,0.4,0.0019952038323586,960 elements,0.4,0.001995203832807,2520 elements,0.4,0.0019952038449553,7680 elements
0.5,0.0024925074813046,192 elements,0.5,0.002492507481318,960 elements,0.5,0.0024925074817309,2520 elements,0.5,0.0024925074939704,7680 elements
0.6,0.0029892129212357,192 elements,0.6,0.0029892129212509,960 elements,0.6,0.0029892129216281,2520 elements,0.6,0.0029892129339583,7680 elements
0.7,0.0034853205082044,192 elements,0.7,0.0034853205082213,960 elements,0.7,0.0034853205085625,2520 elements,0.7,0.0034853205209831,7680 elements
0.8,0.0039808305975641,192 elements,0.8,0.0039808305975829,960 elements,0.8,0.0039808305978875,2520 elements,0.8,0.0039808306103981,7680 elements
0.9,0.0044757435439591,192 elements,0.9,0.0044757435439798,960 elements,0.9,0.0044757435442476,2520 elements,0.9,0.0044757435568477,7680 elements
1.0,0.0049700597013264,192 elements,1.0,0.004970059701349,960 elements,1.0,0.0049700597015797,2520 elements,1.0,0.0049700597142688,7680 elements
